query   best time   avg time    worst time
query1	3972.357	4078.380	4216.773
query2	6461.578	6993.394	7449.443
query3	14193.853	14696.371	15140.421
query4	10594.183	10789.695	11115.616
query5	14118.803	14262.533	14379.221
